Letter,Street
D,Calle de Deyanira
D,Calle de Diagonal
D,Calle del Diálogo
D,Calle del Diamante
D,Calle de Diana
D,Calle del Diario la Nación
D,Calle de Díaz Zorita
D,Calle de los Dibujantes
D,Calle de Diciembre
D,Acceso Diecinueve
D,Calle de Diego Ayllón
D,Calle de Diego Bahamonde
D,Calle de Diego de León
D,Calle de Diego de Vargas
D,Calle de Diego Hurtado de Mendoza
D,Calle de Diego López García Gallo
D,Calle de Diego Manchado
D,Calle de Diego Olivera Victorio
D,Calle de Diego Torres Villarroel
D,Calle Diez
D,Calle Díez Mercamadrid
D,Calle Digital
D,Plaza de Dinamarca
D,Calle del Dinero
D,Calle de Dionisio Inca Yupanqui
D,Calle de Dionisio Ridruejo
D,Calle de los Diplomáticos
D,Paseo de la Dirección
D,Calle del Discóbolo
D,Plaza Distrito Latina
D,Calle de la Divina Pastora
D,Calle del Divino Pastor
D,Calle del Divino Redentor
D,Calle del Divino Vallés
D,Calle de la Dobla
D,Calle Doblada
D,Calle del Dobler
D,Calle Doblón
D,Calle del Doce de Octubre
D,Paseo de las Doce Estrellas
D,Calle del Doctor Álvarez Sierra
D,Avenida del Doctor Arce
D,Calle del Doctor Balmis
D,Plaza del Doctor Barraquer
D,Calle del Doctor Bellido
D,Calle del Doctor Blanco Nájera
D,Calle del Doctor Blanco Soler
D,Plaza del Doctor Calvo Pérez
D,Calle del Doctor Carmena Ruiz
D,Calle del Doctor Carracido
D,Calle del Doctor Casal
D,Calle del Doctor Castelo
D,Calle del Doctor Cirajas
D,Plaza del Doctor Cortés
D,Calle del Doctor Cortezo
D,Calle del Doctor Criado
D,Calle del Doctor Drumen
D,Calle del Doctor Espina
D,Calle del Doctor Esquerdo
D,Pasaje del Doctor Esquerdo
D,Avenida del Doctor Federico Rubio y Galí
D,Calle del Doctor Fernando Castro Rodríguez
D,Calle del Doctor Fernando Primo de Rivera
D,Calle del Doctor Ferrán
D,Calle del Doctor Fleming
D,Travesia del Doctor Fleming
D,Calle del Doctor Fourquet
D,Avenida del Doctor García Tapia
D,Calle del Doctor Gómez Ulla
D,Calle del Doctor Guiu
D,Calle del Doctor Huertas
D,Calle del Doctor Iglesias Fernández
D,Calle del Doctor Jerónimo Iborra
D,Calle del Doctor Jiménez Díaz
D,Calle del Doctor José Eugenio de Olavide
D,Calle del Doctor Juan Bravo
D,Calle del Doctor Juan José López Ibor
D,Calle del Doctor Juan Pedro Moreno González
D,Plaza del Doctor Laguna
D,Calle del Doctor Larra y Cerezo
D,Calle del Doctor Letamendi
D,Calle del Doctor Lozano
D,Plaza del Doctor Lozano
D,Plaza del Doctor Marañón
D,Calle del Doctor Marco Corera
D,Calle del Doctor Mariani
D,Calle del Doctor Martín Arévalo
D,Calle del Doctor Mata
D,Calle del Doctor Mazuchelli
D,Calle del Doctor Mediavilla
D,Calle del Doctor Oloriz
D,Calle del Doctor Pérez Domínguez
D,Calle del Doctor Piga
D,Calle del Doctor Ramón Castroviejo
D,Calle del Doctor Reinosa
D,Calle del Doctor Salgado
D,Calle del Doctor Sánchez
D,Travesia del Doctor Sánchez
D,Calle del Doctor Sanchís Banús
D,Calle del Doctor Santero
D,Calle del Doctor Severo Ochoa
D,Calle del Doctor Teófilo Hernando Ortega
D,Calle del Doctor Thebussen
D,Calle del Doctor Tolosa Latour
D,Calle del Doctor Urquiola
D,Calle del Doctor Vallejo
D,Calle del Doctor Velasco
D,Calle del Doctor Zamenhof
D,Calle del Doctor Zofío
D,Calle Dodge
D,Calle de Dolores Armengot
D,Calle de Dolores Barranco
D,Calle de Dolores Bejarano
D,Calle de Dolores
D,Calle de Dolores Coca
D,Calle de Dolores Folgueras
D,Pasaje de Dolores
D,Calle de Dolores Romero
D,Calle de Dolores Sánchez Carrascosa
D,Calle de Dolores Sopeña
D,Calle de Doménico Scarlatti
D,Callejon de Dómine
D,Calle de Domingo Álvarez
D,Calle de Domingo de Alboraya
D,Calle de Domingo de Silva
D,Calle de Domingo de Zaizita
D,Calle de Domingo Fernández
D,Calle de Domingo Fontán
D,Calle de Domingo Garrido
D,Plaza de Domingo Mendizábal
D,Calle de Domingo Párraga
D,Calle de Domingo Pérez del Val
D,Calle de Don Álvaro de Bazán
D,Plaza de Don Antonio de Andrés
D,Ronda de Don Bosco
D,Calle de Don Felipe
D,Calle de Don Justo
D,Calle de Don Pedro
D,Calle de Don Quijote
D,Calle de Don Ramón de la Cruz
D,Calle de Don Ramón Menéndez Pidal
D,Calle de Don Rodrigo
D,Calle de los Donados
D,Calle de Donato Bañares
D,Calle de Dondiego
D,Calle Donflor
D,Calle de Donoso Cortés
D,Calle de Donoso Montesinos
D,Plaza de Donoso
D,Avenida de Donostiarra
D,Calle de Doña Berenguela
D,Pasaje de Doña Carlota
D,Calle de Doña Francisquita
D,Calle de Doña Guiomar
D,Parque Doña Guiomar
D,Calle de Doña Juana I de Castilla
D,Calle de Doña Leonor de Cortina
D,Calle de Doña Mencía
D,Calle de Doña Urraca
D,Travesia de Doña Urraca
D,Calle de Dora
D,Pasaje del Dorado
D,Pasaje Dore
D,Calle de Dorotea
D,Calle de Doroteo Benache
D,Calle de Doroteo Laborda
D,Calle de los Dos Amigos
D,Calle de Dos Caballos
D,Calle Dos
D,Plaza de las Dos Castillas
D,Calle Dos (Ciudad Pegaso)
D,Calle del Dos de Mayo
D,Plaza del Dos de Mayo
D,Calle de Dos Hermanas
D,Calle Dos mercamadrid
D,Calle de los Dos Ríos
D,Calle de la Drácena
D,Calle del Dragón
D,Calle de Dresde
D,Calle de los Drogueros
D,Calle del Ducado
D,Calle del Dulce
D,Calle de Dulce Chacón
D,Calle del Dulce Nombre de María
D,Calle de Dulcinea
D,Calle de la Dulzaina
D,Calle de la Dulzura
D,Calle del Duque
D,Calle del Duque de Alba
D,Plaza del Duque de Alba
D,Calle del Duque de Fernán Núñez
D,Calle del Duque de Liria
D,Calle del Duque de Medinaceli
D,Plaza del Duque de Módena
D,Calle del Duque de Nájera
D,Calle del Duque de Osuna
D,Plaza del Duque de Pastrana
D,Calle del Duque de Rivas
D,Calle del Duque de Sesto
D,Calle del Duque de Sevilla
D,Calle del Duque de Tamames
D,Calle del Duque de Tovar
D,Calle del Duque del Sevillano
D,Calle de la Duquesa de Castrejón
D,Calle de la Duquesa de Parcent
D,Calle de la Duquesa de Santoña
D,Calle de la Duquesa de Tamames
D,Calle de Durán
D,Calle de Durango
D,Calle de Duratón
D,Calle del Durazno
D,Calle de Dúrcal
D,Calle del Duro
E,Calle de la Ebanistería
E,Calle del Ebro
E,Calle de Echegaray
E,Calle Echo
E,Calle de Edgar Neville
E,Glorieta de Edimburgo
E,Calle de Edison
E,Calle de Eduardo Adaro
E,Calle de Eduardo Barreiros
E,Calle de Eduardo Benot
E,Calle de Eduardo Chillida
E,Paseo de Eduardo Dato
E,Calle de Eduardo del Palacio
E,"Callejon de Eduardo García ""El Chata"""
E,Calle de Eduardo Haro Tecglen
E,Calle de Eduardo Maristany
E,Calle de Eduardo Marquina
E,Calle de Eduardo Mazón
E,Calle de Eduardo Minguito
E,Calle de Eduardo Morales
E,Calle de Eduardo Requenas
E,Calle de Eduardo Rivas
E,Calle de Eduardo Rojo
E,Calle de Eduardo Saavedra
E,Calle de Eduardo Sanz
E,Calle de Eduardo Terán
E,Calle de Eduardo Urosa
E,Calle de Eduardo Vela
E,Calle de Eduardo Vicente
E,Calle de la Educación
E,Calle de Efigenia
E,Calle del Ega
E,Plaza de Egabro
E,Calle de Egea
E,Calle de Egica
E,Calle de Egipto
E,Calle de Eguilaz
E,Calle de Eibar
E,Calle de Eider
E,Calle de Einstein
E,Plaza de Eisenhower
E,Avenida Eje Central
E,Calle Eje 1
E,Calle Eje 10
E,Calle Eje 11
E,Calle Eje 2
E,Calle Eje 3
E,Calle Eje 4
E,Calle Eje 5
E,Calle Eje 6
E,Calle Eje 7
E,Calle Eje 8
E,Calle Eje 9
E,Glorieta del Ejército
E,Calle de El Asombro de Damasco
E,Calle de El Atazar
E,Calle de El Aúriga
E,Calle de El Barraco
E,Calle de El Berrueco
E,Calle de El Boalo
E,Camino de El Bodonal
E,Calle de El Bosco
E,Calle de El Boyero
E,Calle de El Cairo
E,Camino de El Calverón
E,Parque de El Capricho
E,Calle de El Caserío
E,Calle de El Escorial
E,Calle de El Escritor
E,Calle de El Espinar
E,Avenida de El Ferrol
E,Calle de El Gallo
E,Camino de El Goloso
E,Calle de El Greco
E,Calle de El Huésped del Sevillano
E,Calle de El Lucero del Alba
E,Calle de El Padrino
E,Carretera del El Pardo a Colmenar Viejo
E,Camino de El Pardo a El Goloso
E,Carretera de El Pardo a Fuencarral
E,Carretera de El Pardo a la Playa
E,Carretera de El Pardo
E,Paseo de El Pardo
E,Plaza de El Pardo
E,Calle de El Parral
E,Calle de El Paular
E,Plaza de El Paular
E,Calle de El Pedernoso
E,Plaza de El Pilón
E,Calle de El Pingarrón
E,Calle de El Provencio
E,Calle de El Real de San Vicente
E,Calle de El Rompedizo
E,Calle de El Salvador
E,Paseo de El Salvador
E,Plaza de El Salvador
E,Calle de El Santo de La Isidra
E,Calle de El Sitio de Baler
E,Calle de El Soto
E,Calle de El Tato
E,Calle de El Tiemblo
E,Calle del El Toboso
E,Calle de El Vellón
E,Calle de El Yesero
E,Calle de Eladio López Vilches
E,Calle de Elba
E,Calle de Elche
E,Plaza de Elciego
E,Calle de Elda
E,Calle de los Electricistas
E,Calle de la Electrónica
E,Calle de Elena Fortún
E,Calle del Elfo
E,Calle de Elgoibar
E,Glorieta de Elías Ahuja y Adrián
E,Calle de Elías Dupuy
E,Plaza Elíptica
E,Calle de Elisa
E,Calle de Elisa Ochoa
E,Calle de Elizondo
E,Calle de Eloísa de la Hera
E,Calle de Eloy Gonzalo
E,Calle de Elvas
E,Calle de Elvira Barrios
E,Calle de Elvira
E,Calle de los Embajadores
E,Glorieta de Embajadores
E,Calle del Embalse de El Vellón
E,Calle del Embalse de La Jarosa
E,Calle del Embalse de Manzanares
E,Calle del Embalse de Navacerrada
E,Calle del Embalse de Picadas
E,Calle del Embalse de Pinilla
E,Calle del Embalse de San Juan
E,Calle del Embalse de Valmayor
E,Paseo del Embarcadero
E,Calle de Emerenciana Zurilla
E,Calle de Emeterio Castaños
E,Calle de los Emigrantes
E,Calle de Emilia Ballester
E,Calle de Emilia
E,Calle de Emiliano Barral
E,Calle de Emilio Campión
E,Calle de Emilio Carrere
E,Glorieta de Emilio Castelar
E,Calle de Emilio de la Tejera
E,Calle de Emilio Domínguez
E,Calle de Emilio Ferrari
E,Calle de Emilio Gastesi Fernández
E,Calle de Emilio Mario
E,Calle de Emilio Muñoz
E,Calle de Emilio Ortuño
E,Calle de Emilio Raboso
E,Calle de Emilio Rubín
E,Calle de Emilio Vargas
E,Calle de Emma Penella
E,Calle de la Empedrada
E,Plaza del Emperador Carlos V
E,Avenida de la Emperatriz Isabel
E,Plaza de la Emperatriz
E,Calle del Empleo Juvenil
E,Calle de las Encajeras
E,Calle de Encarnación Andrés
E,Calle de la Encarnación
E,Calle de Encarnación del Pino
E,Calle de Encarnación González
E,Calle de Encarnación López Argentinita
E,Calle de Encarnación Oviol
E,Plaza de la Encarnación
E,Calle de los Encierros
E,Glorieta de la Encina del Trillo
E,Camino del Encinar
E,Calle de las Encinas
E,Travesia de las Encinas
E,Calle de Enciso
E,Calle de la Encomienda
E,Calle de la Encomienda de Palacios
E,Travesia de la Encomienda
E,Plaza del Encuentro
E,Calle de las Endrinas
E,Calle del Enebro
E,Calle de Enero
E,Acceso Enlace A-4 - M-45 - M-301
E,Carretera Enlace M-30 a M-40
E,Calle de Enrique Aguilar
E,Calle de Enrique Azcoaga
E,Calle de Enrique Borrás
E,Calle de Enrique D'Almonte
E,Calle Enrique de Aldama
E,Plaza de Enrique de Mesa
E,Calle del Enrique de Oro
E,Calle de Enrique de Prada
E,Calle de Enrique Fuentes
E,Calle de Enrique García Álvarez
E,Calle de Enrique Granados
E,Jardin de Enrique Herreros
E,Jardines de Enrique Herreros
E,Calle de Enrique I
E,Calle de Enrique Jardiel Poncela
E,Calle de Enrique Lafuente Ferrari
E,Calle de Enrique Larreta
E,Calle de Enrique Leyra
E,Calle de Enrique López
E,Calle de Enrique Martínez
E,Calle de Enrique Moyano
E,Pasaje de Enrique Ruano
E,Calle de Enrique Ruiz
E,Calle de Enrique Simonis
E,Calle de Enrique Trompeta
E,Calle de Enrique Urquijo
E,Calle de Enrique Velasco
E,Pasaje de Enrique Velasco
E,Travesia de Enrique Velasco
E,Avenida del Ensanche de Vallecas
E,Plaza de Ensidesa
E,Calle de Entre Arroyos
E,Calle de Entrena
E,Calle de Entrepeñas
E,Avenida de Entrevías
E,Glorieta de Eolo
E,Calle de la Epifania
E,Calle de Eras Altas
E,Calle de las Eras
E,Calle de Erasmo de Rotterdam
E,Calle de Eraso
E,Calle de Ercilla
E,Calle del Eresma
E,Calle del Erial de la Abuela
E,Camino de los Eriales
E,Calle de Erica
E,Calle de Eridano
E,Colonia de Erillas
E,Camino de la Ermita
E,Calle de la Ermita de la Soledad
E,Glorieta de la Ermita de la Virgen de la Soledad
E,Camino de la Ermita de la Virgen de la Torre
E,Paseo de la Ermita del Santo
E,Paseo de la Ermita
E,Plaza de Ermua
E,Calle de Ernest Hemingway
E,Calle de Ernestina Manuel de Villena
E,Calle de Eros
E,Calle de Ervigio
E,Calle de la Escalerilla de Piedra
E,Calle de la Escalinata
E,Calle de Escalona
E,Calle de Escalonilla
E,Calle de Escandón
E,Calle del Escaramujo
E,Calle de Escocia
E,Calle del Escoriaza
E,Calle del Escorpión
E,Calle de Escosura
E,Calle de los Escribanos
E,Calle de la Escuadra
E,Calle del Escuadrón
E,Calle del Escudo de Oro
E,Pasaje del Escudo
E,Calle de las Escuelas
E,Calle de Esculano
E,Calle del Escultor Peresejo
E,Calle de los Escultores
E,Calle de Esencieros
E,Calle de la Esfinge
E,Calle de la Esgrima
E,Calle de la Esmaltina
E,Calle de la Esmeralda
E,Calle de la Espada
E,Calle de Espalter
E,Plaza de España
E,Pasaje del Español
E,Calle del Españoleto
E,Calle de Esparta
E,Calle de Esparteros
E,Calle de Espartinas
E,Calle del Espejo
E,Calle de la Esperanza
E,Calle de Esperanza García
E,Calle de Esperanza Macarena
E,Paseo de la Esperanza
E,Calle de Esperanza Sánchez Carrascosa
E,Calle de Espinal
E,Avenida de Espinela
E,Camino del Espinillo
E,Calle del Espino
E,Calle de los Espinos
E,Calle de Espirea
E,Calle del Espíritu Santo
E,Calle del Espliego
E,Calle de Espoz y Mina
E,Calle de Espronceda
E,Calle de la Espuela
E,Calle de Esquilache
E,Calle de Esquivel
E,Plaza de Esquivias
E,Avenida de la Estación
E,Barrio de la Estación
E,Calle de la Estación
E,Carretera de la Estación
E,Carretera de la Estación de Contenedores
E,Carretera a la Estación de Hortaleza
E,Calle de la Estación de la Ristra
E,Paseo de la Estación
E,Carretera de la Estación Valdelatas
E,Calle de la Estafeta
E,Calle de Estanislao Figueras
E,Calle de Estanislao Gómez
E,Calle de Estanislao Pérez Pita
E,Paseo del Estanque
E,Camino del Estanque Repartidor
E,Calle del Estaño
E,Plaza del Este
E,Calle de Esteban Carros
E,Calle de Esteban Collantes
E,Calle de Esteban de Arteaga
E,Calle de Esteban Mora
E,Calle de Esteban Palacios
E,Calle de Esteban Terradas
E,Calle de Estébanez Calderón
E,Calle de la Estefanita
E,Calle de Estella
E,Calle del Estepal
E,Calle de Estévez
E,Calle de Estíbaliz
E,Calle de la Estigia
E,Calle de Estocolmo
E,Calle de Estoril
E,Plaza de Estoril
E,Pasaje de Estoril
E,Calle de Estrasburgo
E,Calle del Estrecho de Corea
E,Calle del Estrecho de Gibraltar
E,Calle del Estrecho de Mesina
E,Calle de Estrecho de Ormuz
E,Calle del Estrecho de Torres
E,Calle de la Estrella
E,Calle de Estrella Denébola
E,Calle de la Estrella Hadar
E,Calle de Estrella Naos
E,Calle de la Estrella Polar
E,Calle de Estrella Shaula
E,Calle de Estrellita Castro
E,Calle de Estremera
E,Calle del Estroncio
E,Calle de los Estudiantes
E,Calle del Estudio
E,Calle de los Estudios
E,Calle del Etna
E,Calle de Etreros
E,Calle de Etruria
E,Calle de Eucalipto
E,Calle de Euclides
E,Calle de Eugenia de Montijo
E,Calle de Eugenio
E,Calle de Eugenio Caxes
E,Calle de Eugenio D'Ors
E,Plaza de Eugenio María de Hostos
E,Calle de Eugenio Pérez
E,Calle de Eugenio Salazar
E,Calle de Eugenio Selles
E,Calle de Eugenio Zubia
E,Calle de Eulalia Gil
E,Calle de Eulalia Paino
E,Calle de Eulogio Pedrero
E,Calle de Eunate
E,Calle de Eurico
E,Plaza de Eurípides
E,Avenida del Euro
E,Avenida de Europa
E,Calle de Europa
E,Calle de Eusebio Blasco
E,Calle de Eusebio Isidro
E,Calle de Eusebio Martínez Barona
E,Calle de Eusebio Morán
E,Calle Euskalduna
E,Calle de Eustaquio Rodríguez
E,Calle de Euterpe
E,Calle de Evangelina Sobredo Galanes
E,Calle de los Evangelios
E,Calle de Evaristo San Miguel
E,Calle del Excelente
E,Calle de la Explanada
E,Calle de la Expropiación
E,Paseo de Extremadura
E,Calle de los Extremeños
E,Calle de Ezcaray
E,Calle de Ezequiel Peñalver
E,Calle de Ezequiel Solana
F,Calle de la Fábrica de Mosaicos
F,Calle del Factor
F,Calle del Fagot
F,Calle de los Faisanes
F,Calle de Falcinelo
F,Calle de la Falua
F,Calle de Fantasía
F,Calle de Faraday
F,Calle de la Farmacia
F,Calle del Faro
F,Calle de Farolillo
F,Calle de Fausta Elorz
F,Calle de Faustina Calvo
F,Calle de Faustina Mena
F,Calle de Faustina Peñalver
F,Calle de Faustino Cordón Bonet
F,Calle de Faustino Garijo
F,Calle de Faustino Osorio
F,Calle de Fausto Domingo
F,Calle de Fávila
F,Calle de la Fe
F,Calle de Febrero
F,Calle de Federica Montseny
F,Calle de Federico Agustí
F,Calle de Federico Carlos Sáinz de Robles
F,Paseo de Federico García Lorca
F,Calle de Federico García Sanchiz
F,Calle de Federico Grases
F,Calle de Federico Gutiérrez
F,Calle de Federico Mayo
F,Calle de Federico Mompou
F,Calle de Federico Moreno Torroba
F,Calle de Federico Núñez
F,Calle de Federico Oriol
F,Calle de Federico Romero
F,Calle de Federico Salmón
F,Calle de Feijoo
F,Avenida de la Felicidad
F,Calle de Felipe Álvarez
F,Calle de Felipe Campos
F,Calle de Felipe Castro
F,Calle de Felipe de Diego
F,Travesia de Felipe de Diego
F,Calle de Felipe Díaz
F,Calle de Felipe el Hermoso
F,Calle de Felipe Fraile
F,Calle de Felipe Herranz
F,Avenida de Felipe II
F,Calle de Felipe III
F,Calle de Felipe IV
F,Puente de Felipe Juvara
F,Calle de Felipe Mora
F,Calle de Felipe Moratilla
F,Calle de Felipe Pérez y González
F,Calle de Felipe Pingarrón
F,Calle de Felipe Trigo
F,Calle de Felipe V
F,Parque Felipe VI
F,Calle de Felisa Méndez
F,Calle de Felisa Pizarro
F,Paseo de Félix Avellar Brotero
F,Calle de Félix Boix
F,Calle de Félix Candela
F,Calle de Félix López
F,Calle de Félix Portones
F,Calle de Félix Rodríguez de la Fuente
F,Calle de Fenelón
F,Calle del Fénix
F,Calle de Fereluz
F,Calle de Ferenc Puskás
F,Calle de la Feria
F,Calle del Ferial
F,Calle de los Feriantes
F,Calle de Fermín Caballero
F,Calle de Fermín Domínguez Ortiz
F,Calle de Fermín Donaire
F,Calle de Fermín Izquierdo
F,Avenida de Fermina Sevillano
F,Calle de Fernán Caballero
F,Calle de Fernán González
F,Calle de Fernán Núñez
F,Paseo del Fernán Núñez
F,Calle de Fernández Cancela
F,Calle de Fernández Caro
F,Calle de Fernández Cid
F,Calle de Fernández de la Hoz
F,Calle de Fernández de los Ríos
F,Calle de Fernández de Navarrete
F,Calle de Fernández de Oviedo
F,Glorieta de Fernández del Amo
F,Calle de Fernández Llamazares
F,Calle de Fernández Silvestre
F,Calle de Fernando Chueca Goitia
F,Calle de Fernando de Rojas
F,Calle de Fernando Delgado
F,Calle de Fernando Díaz de Mendoza
F,Pasaje de Fernando Díaz de Mendoza
F,Calle de Fernando el Católico
F,Calle de Fernando el Santo
F,Calle de Fernando Gabriel
F,Calle de Fernando Garrido
F,Calle de Fernando Giráldez
F,Calle de Fernando González
F,Calle de Fernando Higueras
F,Calle de Fernando Lázaro Carreter
F,Calle de Fernando Mijares
F,Calle de Fernando Mora
F,Calle de Fernando Oriol
F,Calle de Fernando Ortiz
F,Calle de Fernando Ossorio
F,Calle de Fernando Pastor
F,Calle de Fernando Pessoa
F,Calle de Fernando Poo
F,Calle de Fernando VI
F,Calle de Fernando VII
F,Calle de Fernando Vizcaíno Casas
F,Calle de Fernanflor
F,Calle de Ferraz
F,Calle de Ferreira
F,Calle de Ferrer del Río
F,Calle de la Ferretería
F,Calle del Ferrocarril
F,Calle del Ferrocarril del Tajuña
F,Calle de los Ferroviarios
F,Paseo de los Ferroviarios
F,Calle de Fidias
F,Calle de Figueras
F,Calle de Filadelfia
F,Avenida de Filipinas
F,Calle de Filipinas
F,Calle de la Filósofa Simone Weil
F,Avenida Fin de Semana
F,Calle de Fina de Calderón
F,Calle de Finisterre
F,Calle de Finlandia
F,Calle de Fitero
F,Calle de Five
F,Calle de Flamisell
F,Calle de Flandes
F,Calle de las Flautas
F,Calle de la Flecha
F,Calle de la Flor Alta
F,Calle de la Flor Baja
F,Calle de la Flor de Lis
F,Calle de Flor de Pascua
F,Calle de Flor del Coral
F,Calle de la Flora
F,Calle de Flora Tristán
F,Calle de Florencia
F,Calle de Florencia Pinar
F,Calle de Florencio Cano Cristóbal
F,Calle de Florencio Castillo
F,Calle de Florencio Díaz
F,Calle de Florencio García
F,Calle de Florencio Llorente
F,Calle de Florencio Rodríguez
F,Calle de Florencio Sanz
F,Calle de Florentino Gascón
F,Calle Florentino Rodríguez Alonso
F,Ronda de las Flores
F,Calle de Florestán Aguilar
F,Paseo de la Florida
F,Travesia de la Florida
F,Calle del Florín
F,Calle de la Fluorita
F,Calle de Fobos
F,Calle de la Focha
F,Calle del Fomento
F,Calle Fompedraza
F,Calle de Fondón
F,Plaza de Fonsagrada
F,Calle de la Fontanería
F,Calle de Fontiveros
F,Calle de Foresta
F,Parque Forestal de Entrevías
F,Parque Forestal de Valdebernardo
F,Calle de Forges
F,Calle de Forjas
F,Calle de Forment
F,Calle de Formigal
F,Calle de Fornillos
F,Calle de la Fornitura
F,Calle de Foronda
F,Calle de Forsitia
F,Calle de la Fortaleza
F,Calle del Fortín
F,Calle de la Fortuna
F,Camino de la Fortuna
F,Calle de Fortunata y Jacinta
F,Calle de Fortuny
F,Calle del Fósforo
F,Calle del Fósil
F,Calle de la Fotografía
F,Escalera del Fotógrafo Alfonso
F,Calle Foxtrot
F,Calle de Fraga
F,Calle de la Fragata
F,Calle de las Fraguas
F,Calle de la Frambuesa
F,Puente de los Franceses
F,Calle de Francfort
F,Calle de Francisca Armada
F,Calle de Francisca Calonge
F,Calle de Francisca Conde
F,Calle de Francisca de Torres Catalán
F,Calle de Francisca Moreno
F,Plaza de Francisca Pacheco
F,Plaza de los Franciscanos
F,Calle de Francisco Abril
F,Calle de Francisco Alcántara
F,Calle de Francisco Altimiras
F,Calle de Francisco Álvarez
F,Calle de Francisco Andrés
F,Calle de Francisco Balseiro
F,Glorieta de Francisco Bayeu y Subías
F,Calle de Francisco Brizuela
F,Calle de Francisco Cabo
F,Calle de Francisco Campos
F,Plaza de Francisco de Asís  Cabrero
F,Calle de Francisco de Asís Méndez Casariego
F,Calle de Francisco de Diego
F,Calle de Francisco de Icaza
F,Calle de Francisco de la Fuente
F,Glorieta de Francisco de las Cabezas
F,Calle de Francisco de Rojas
F,Calle de Francisco de Tejada
F,Calle de Francisco del Pino
F,Calle de Francisco del Pozo
F,Calle de Francisco Fatou
F,Glorieta de Francisco Fernández Ordóñez
F,Calle de Francisco García
F,Calle de Francisco Gervas
F,Calle de Francisco Giner de los Ríos
F,Calle de Francisco Giralte
F,Calle de Francisco Goya
F,Calle de Francisco Grande Covián
F,Calle de Francisco Gutiérrez
F,Calle de Francisco Guzmán
F,Calle de Francisco Huesca
F,Calle de Francisco Iglesias
F,Calle de Francisco Íñiguez Almech
F,Avenida de Francisco Javier Sáenz de Oiza
F,Jardin de Francisco Javier Sáenz de Oiza
F,Jardines de Francisco Javier Sáenz de Oiza
F,Calle de Francisco Javier Torronteras Gadea
F,Calle de Francisco José Arroyo
F,Calle de Francisco Laguna
F,Calle de Francisco Largo Caballero
F,Calle de Francisco Lastres
F,Calle de Francisco Lezcano
F,Calle de Francisco Lizcano
F,Calle de Francisco López
F,Calle de Francisco Lozano
F,Calle de Francisco Luján
F,Calle de Francisco Madariaga
F,Calle de Francisco Medrano
F,Plaza de Francisco Morano
F,Calle de Francisco Morejón
F,Calle de Francisco Mosqueda
F,Calle de Francisco Navacerrada
F,Calle de Francisco Ordóñez
F,Calle de Francisco Paino
F,Calle de Francisco Palomo
F,Avenida de Francisco Pi y Margall
F,Calle de Francisco Piquer
F,Calle de Francisco Puertas
F,Calle de Francisco Remiro
F,Calle de Francisco Requena
F,Calle de Francisco Ricci
F,Calle de Francisco Rioja
F,Calle de Francisco Rodríguez
F,Calle de Francisco Romero
F,Calle de Francisco Ronquillo
F,Plaza de Francisco Ruano
F,Calle de Francisco Ruiz
F,Calle de Francisco Salas
F,Calle de Francisco Sancha
F,Calle de Francisco Sanfiz
F,Calle de Francisco Santos
F,Calle de Francisco Silvela
F,Calle de Francisco Suárez
F,Calle de Francisco Tárrega
F,Calle de Francisco Tomás y Valiente
F,Calle de Francisco Umbral
F,Calle de Francisco Villaespesa
F,Calle de Francisco Vitoria
F,Calle de Francisco Vivancos
F,Calle de Francisco y Jacinto Alcántara
F,Calle de Francisco Zea
F,Calle de Franco
F,Calle de Francolín
F,Calle de Francos Rodríguez
F,Calle de Frascuelo
F,Calle de Fray Bernardino Sahagún
F,Calle de Fray Ceferino González
F,Calle de Fray José Cerdeiriña
F,Calle de Fray Juan Gil
F,Calle de Fray Junípero Serra
F,Calle de Fray Luis de León
F,Calle de la Fresa
F,Calle de Fresnedillas
F,Calle del Fresno
F,Calle de Fresno de Cantespino
F,Calle de Fresno de la Vega
F,Calle de Freud
F,Calle de Frías
F,Calle de Frida Kahlo
F,Calle de Frigiliana
F,Calle de Fromista
F,Calle de Fronteras de Portugal
F,Calle de Fruela
F,Calle de Fucar
F,Calle de la Fucsia
F,Calle de Fuembellida
F,Calle de Fuencaliente
F,Carretera de Fuencarral a Alcobendas
F,Carretera de Fuencarral a Hortaleza
F,Calle de Fuencarral
F,Camino de Fuencarral
F,Calle de Fuencemillán
F,Calle de Fuendetodos
F,Calle de Fuengirola
F,Calle de Fuenlabrada
F,Calle de Fuensalida
F,Calle de Fuensavinán
F,Calle de la Fuente
F,Calle de la Fuente Carrantona
F,Calle de la Fuente Chica
F,Camino de la Fuente
F,Calle de la Fuente de Aravaca
F,Camino de la Fuente de Arriba
F,Calle de la Fuente de la Capona
F,Glorieta de Fuente de la Carra
F,Calle de la Fuente de la Cuesta
F,Avenida de Fuente de la Mora
F,Camino de la Fuente de la Mora
F,Calle de la Fuente de Lima
F,Calle de la Fuente de los Cinco Caños
F,Camino de la Fuente de los Pájaros
F,Calle de la Fuente de Piedra
F,Calle de la Fuente de San Juan
F,Calle de la Fuente de San Pedro
F,Calle de la Fuente de Torrejona
F,Calle de la Fuente del Berro
F,Parque Fuente del Berro
F,Calle de la Fuente del Carolo
F,Calle de la Fuente del Molino
F,Calle de la Fuente del Pavo
F,Calle de la Fuente del Peral
F,Camino de la Fuente del Piejo
F,Calle de la Fuente del Rey
F,Calle de la Fuente del Romero
F,Calle de la Fuente del Saz
